epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
318,8838.11,0.64521,0.70744,0.99345,0.86863,0.0047695,0.0047695,0.0047695
319,8867.66,0.64958,0.70688,0.99345,0.8703,0.004753,0.004753,0.004753
320,8896.29,0.64971,0.70716,0.99317,0.87007,0.0047365,0.0047365,0.0047365
321,8926.63,0.64862,0.70744,0.99317,0.87001,0.00472,0.00472,0.00472
322,8956.64,0.63849,0.70646,0.99345,0.87103,0.0047035,0.0047035,0.0047035
323,8986.12,0.64527,0.7073,0.99345,0.87281,0.004687,0.004687,0.004687
324,9017,0.6359,0.70702,0.99331,0.87465,0.0046705,0.0046705,0.0046705
325,9046.71,0.64645,0.70772,0.99317,0.87502,0.004654,0.004654,0.004654
326,9077.91,0.6365,0.70772,0.99331,0.87598,0.0046375,0.0046375,0.0046375
327,9101.56,0.63334,0.70605,0.99289,0.87794,0.004621,0.004621,0.004621
328,9125.11,0.63946,0.70646,0.99303,0.87574,0.0046045,0.0046045,0.0046045
329,9148.33,0.63529,0.70674,0.99303,0.87802,0.004588,0.004588,0.004588
330,9171.64,0.64302,0.70646,0.99303,0.87794,0.0045715,0.0045715,0.0045715
331,9195.03,0.64033,0.70702,0.99317,0.87951,0.004555,0.004555,0.004555
332,9218.22,0.63631,0.70786,0.99317,0.87913,0.0045385,0.0045385,0.0045385
333,9241.53,0.62912,0.7073,0.99317,0.87971,0.004522,0.004522,0.004522
334,9265.34,0.63208,0.7066,0.99303,0.88129,0.0045055,0.0045055,0.0045055
335,9289.12,0.63291,0.70716,0.99276,0.8818,0.004489,0.004489,0.004489
336,9312.19,0.62763,0.70674,0.99248,0.88391,0.0044725,0.0044725,0.0044725
337,9335.02,0.62464,0.70646,0.99262,0.88398,0.004456,0.004456,0.004456
338,9357.88,0.62013,0.70619,0.99262,0.88399,0.0044395,0.0044395,0.0044395
339,9381.44,0.6285,0.70632,0.99248,0.888,0.004423,0.004423,0.004423
340,9404.82,0.6226,0.70646,0.99234,0.88859,0.0044065,0.0044065,0.0044065
341,9428.15,0.61645,0.7066,0.9922,0.88809,0.00439,0.00439,0.00439
342,9451.1,0.62673,0.70646,0.99192,0.88988,0.0043735,0.0043735,0.0043735
343,9474.24,0.61721,0.7066,0.9922,0.89068,0.004357,0.004357,0.004357
344,9497.23,0.61857,0.70702,0.99234,0.89072,0.0043405,0.0043405,0.0043405
345,9520.19,0.6182,0.70632,0.99248,0.89116,0.004324,0.004324,0.004324
346,9543.33,0.61494,0.70646,0.9922,0.89208,0.0043075,0.0043075,0.0043075
347,9566.38,0.60783,0.70646,0.99234,0.89261,0.004291,0.004291,0.004291
348,9589.37,0.61011,0.70605,0.9922,0.89388,0.0042745,0.0042745,0.0042745
349,9613.17,0.6122,0.70507,0.99192,0.89513,0.004258,0.004258,0.004258
350,9636.72,0.60758,0.70479,0.99192,0.89702,0.0042415,0.0042415,0.0042415
351,9664.94,0.60424,0.70563,0.99192,0.89795,0.004225,0.004225,0.004225
352,9692.55,0.60291,0.70563,0.99192,0.9013,0.0042085,0.0042085,0.0042085
353,9720.01,0.60066,0.70674,0.99192,0.90069,0.004192,0.004192,0.004192
354,9746.52,0.61339,0.70702,0.99206,0.90151,0.0041755,0.0041755,0.0041755
355,9774.06,0.60407,0.70591,0.99206,0.90214,0.004159,0.004159,0.004159
356,9801.04,0.60357,0.70674,0.99178,0.90367,0.0041425,0.0041425,0.0041425
357,9827.65,0.59546,0.70744,0.99192,0.9067,0.004126,0.004126,0.004126
358,9854.72,0.60083,0.70688,0.99178,0.90536,0.0041095,0.0041095,0.0041095
359,9882.16,0.58523,0.70744,0.99192,0.9069,0.004093,0.004093,0.004093
360,9908.88,0.59717,0.70716,0.99178,0.90965,0.0040765,0.0040765,0.0040765
361,9935.87,0.59326,0.70841,0.99178,0.91021,0.00406,0.00406,0.00406
